piece,n,ngram,count
"705,3,""(-5, -5, -21)"",1"
"705,3,""(-5, -21, 9)"",1"
"705,3,""(-21, 9, -9)"",1"
"705,3,""(9, -9, 9)"",1"
"705,3,""(-9, 9, -9)"",1"
"705,3,""(9, -9, -9)"",1"
"705,3,""(-9, -9, 9)"",1"
"705,3,""(-9, 9, 9)"",1"
"705,3,""(9, 9, 0)"",1"
"705,3,""(9, 0, 0)"",1"
"705,3,""(0, 0, -9)"",1"
"705,3,""(0, -9, 0)"",1"
"705,3,""(-9, 0, 9)"",1"
"705,3,""(0, 9, 22)"",1"
"705,3,""(9, 22, -5)"",1"
"705,3,""(22, -5, 5)"",3"
"705,3,""(-5, 5, 0)"",4"
"705,3,""(5, 0, 0)"",1"
"705,3,""(0, 0, 0)"",1"
"705,3,""(0, 0, 9)"",1"
"705,3,""(0, 9, 0)"",1"
"705,3,""(9, 0, -9)"",1"
"705,3,""(0, -9, 22)"",1"
"705,3,""(-9, 22, -5)"",1"
"705,3,""(5, 0, -5)"",2"
"705,3,""(0, -5, -8)"",2"
"705,3,""(-5, -8, 8)"",1"
"705,3,""(-8, 8, 14)"",1"
"705,3,""(8, 14, -9)"",1"
"705,3,""(14, -9, 0)"",1"
"705,3,""(-9, 0, -5)"",2"
"705,3,""(-5, -8, 0)"",1"
"705,3,""(-8, 0, 0)"",1"
"705,3,""(0, 0, 4)"",1"
"705,3,""(0, 4, 9)"",1"
"705,3,""(4, 9, -9)"",1"
"705,3,""(9, -9, -4)"",1"
"705,3,""(-9, -4, -9)"",2"
"705,3,""(-4, -9, -5)"",2"
"705,3,""(-9, -5, 5)"",3"
"705,3,""(-5, 5, 9)"",2"
"705,3,""(5, 9, -9)"",2"
"705,3,""(9, -9, 0)"",1"
"705,3,""(0, -5, -17)"",2"
"705,3,""(-5, -17, 5)"",1"
"705,3,""(-17, 5, -5)"",1"
"705,3,""(5, -5, -9)"",1"
"705,3,""(-5, -9, 9)"",1"
"705,3,""(-9, 9, 5)"",1"
"705,3,""(9, 5, 12)"",1"
"705,3,""(5, 12, -12)"",1"
"705,3,""(12, -12, 12)"",1"
"705,3,""(-12, 12, -12)"",1"
"705,3,""(12, -12, -5)"",1"
"705,3,""(-12, -5, 22)"",1"
"705,3,""(-5, 22, -5)"",1"
"705,3,""(5, 9, 8)"",1"
"705,3,""(9, 8, 5)"",2"
"705,3,""(8, 5, 9)"",3"
"705,3,""(5, 9, -31)"",1"
"705,3,""(9, -31, 31)"",1"
"705,3,""(-31, 31, 0)"",1"
"705,3,""(31, 0, -9)"",1"
"705,3,""(0, -9, -5)"",1"
"705,3,""(-5, -17, 9)"",1"
"705,3,""(-17, 9, 8)"",1"
